---------------------------------------------------------------------------
Morphalou3.1 : Lexique morphologique ouvert du français – Ce fichier contient uniquement les Adverbes
4 157 lemmes et 4 167 formes fléchies de catégorie Adverbes (sur un total de 159 271 lemmes et 976 570 formes fléchies, toutes catégories confondues)
Le maintien et la mise à jour du lexique sont assurés par l'ATILF CNRS. (44 avenue de la Libération 54000 Nancy)
Morphalou3 est distribué sous licence LGPL-LR.
Version de 6/2016
Morphalou3 est le résultat de la fusion de 5 lexiques :
	- Morphalou2 (décembre 2013) : http://www.cnrtl.fr/lexiques/morphalou/
	- DELA (décembre 2011) : http://infolingu.univ-mlv.fr/
	- Dicollecte (4.3) : http://dicollecte.org/home.php?prj=fr
	- Lefff (2.1) : http://www.labri.fr/perso/clement/lefff/
	- LGLex et LGLexLefff (3.4) : http://infolingu.univ-mlv.fr/
Ce travail a été réalisé par Marie TONNELIER dans le cadre du projet Ortolang. (ORTOLANG bénéficie d'une aide de l’Etat au titre du programme « Investissements d’avenir » ANR–11–EQPX–0032)
---------------------------------------------------------------------------
LEMME;;;;;;;;;FLEXION;;;;;;;;
GRAPHIE;ID;CATÉGORIE;SOUS CATÉGORIE;LOCUTION;GENRE;AUTRES LEMMES LIÉS;PHONÉTIQUE;ORIGINES;GRAPHIE;ID;NOMBRE;MODE;GENRE;TEMPS;PERSONNE;PHONÉTIQUE;ORIGINES
inadmissiblement;142531;Adverbe;;;-;;;dela lglex;inadmissiblement;942425;-;-;-;-;-;;dela lglex
inassouvissablement;142572;Adverbe;;;-;;;dela;inassouvissablement;942575;-;-;-;-;-;;dela
inaudiblement;142580;Adverbe;;;-;;;dela lglex;inaudiblement;942600;-;-;-;-;-;;dela lglex
inauguralement;142582;Adverbe;;;-;;;dela lglex;inauguralement;942604;-;-;-;-;-;;dela lglex
inauthentiquement;142583;Adverbe;;;-;;;dela lglex;inauthentiquement;942608;-;-;-;-;-;;dela lglex
incontournablement;142694;Adverbe;;;-;;;dela lglex;incontournablement;943004;-;-;-;-;-;;dela lglex
incontrôlablement;142696;Adverbe;;;-;;;dela lglex;incontrôlablement;943013;-;-;-;-;-;;dela lglex
increvablement;142711;Adverbe;;;-;;;dela lglex;increvablement;943066;-;-;-;-;-;;dela lglex
indicativement;142760;Adverbe;;;-;;;dela lglex;indicativement;943248;-;-;-;-;-;;dela lglex
indiciairement;142762;Adverbe;;;-;;;dela;indiciairement;943252;-;-;-;-;-;;dela
indiscontinûment;142785;Adverbe;;;-;;;dela lglex;indiscontinûment;943348;-;-;-;-;-;;dela lglex
indécelablement;142855;Adverbe;;;-;;;dela lglex;indécelablement;943543;-;-;-;-;-;;dela lglex
indéchiffrablement;142857;Adverbe;;;-;;;dela;indéchiffrablement;943549;-;-;-;-;-;;dela
indéfendablement;142869;Adverbe;;;-;;;dela;indéfendablement;943621;-;-;-;-;-;;dela
indépassablement;142886;Adverbe;;;-;;;dela lglex;indépassablement;943723;-;-;-;-;-;;dela lglex
indéterminablement;142899;Adverbe;;;-;;;dela;indéterminablement;943776;-;-;-;-;-;;dela
inesthétiquement;142916;Adverbe;;;-;;;dela lglex;inesthétiquement;943867;-;-;-;-;-;;dela lglex
inexpertement;142922;Adverbe;;;-;;;dela lglex;inexpertement;943903;-;-;-;-;-;;dela lglex
inexpressivement;142934;Adverbe;;;-;;;dela lglex;inexpressivement;943943;-;-;-;-;-;;dela lglex
inextirpablement;142940;Adverbe;;;-;;;dela lglex;inextirpablement;943973;-;-;-;-;-;;dela lglex
infimement;142967;Adverbe;;;-;;;dela;infimement;944080;-;-;-;-;-;;dela
infâmement;143044;Adverbe;;;-;;;dela lglex;infâmement;944345;-;-;-;-;-;;dela lglex
inhéremment;143091;Adverbe;;;-;;;dela;inhéremment;944477;-;-;-;-;-;;dela
inintentionnellement;143102;Adverbe;;;-;;;dela lglex;inintentionnellement;944515;-;-;-;-;-;;dela lglex
initiatiquement;143111;Adverbe;;;-;;;dela lglex;initiatiquement;944540;-;-;-;-;-;;dela lglex
injustifiablement;143121;Adverbe;;;-;;;dela;injustifiablement;944574;-;-;-;-;-;;dela
inoxydablement;143165;Adverbe;;;-;;;dela;inoxydablement;944719;-;-;-;-;-;;dela
inqualifiablement;143166;Adverbe;;;-;;;dela lglex;inqualifiablement;944724;-;-;-;-;-;;dela lglex
insaisissablement;143180;Adverbe;;;-;;;dela lglex;insaisissablement;944771;-;-;-;-;-;;dela lglex
insanement;143183;Adverbe;;;-;;;dela lglex;insanement;944790;-;-;-;-;-;;dela lglex
insignement;143202;Adverbe;;;-;;;dela lglex;insignement;944858;-;-;-;-;-;;dela lglex
insincèrement;143204;Adverbe;;;-;;;dela lglex;insincèrement;944864;-;-;-;-;-;;dela lglex
insolublement;143209;Adverbe;;;-;;;dela;insolublement;944888;-;-;-;-;-;;dela
insoutenablement;143223;Adverbe;;;-;;;dela lglex;insoutenablement;944944;-;-;-;-;-;;dela lglex
instablement;143230;Adverbe;;;-;;;dela lglex;instablement;944961;-;-;-;-;-;;dela lglex
insulairement;143255;Adverbe;;;-;;;dela;insulairement;945021;-;-;-;-;-;;dela
insurpassablement;143273;Adverbe;;;-;;;dela lglex;insurpassablement;945076;-;-;-;-;-;;dela lglex
insurrectionnellement;143275;Adverbe;;;-;;;dela lglex;insurrectionnellement;945080;-;-;-;-;-;;dela lglex
intangiblement;143285;Adverbe;;;-;;;dela lglex;intangiblement;945123;-;-;-;-;-;;dela lglex
intenablement;143294;Adverbe;;;-;;;dela lglex;intenablement;945150;-;-;-;-;-;;dela lglex
intensionnellement;143296;Adverbe;;;-;;;dela lglex;intensionnellement;945162;-;-;-;-;-;;dela lglex
intercalairement;143318;Adverbe;;;-;;;dela lglex;intercalairement;945237;-;-;-;-;-;;dela lglex
interdisciplinairement;143355;Adverbe;;;-;;;dela lglex;interdisciplinairement;945346;-;-;-;-;-;;dela lglex
interlinéairement;143395;Adverbe;;;-;;;dela;interlinéairement;945494;-;-;-;-;-;;dela
interlopement;143398;Adverbe;;;-;;;dela lglex;interlopement;945515;-;-;-;-;-;;dela lglex
intermusculairement;143409;Adverbe;;;-;;;dela lglex;intermusculairement;945552;-;-;-;-;-;;dela lglex
interplanétairement;143444;Adverbe;;;-;;;dela lglex;interplanétairement;945676;-;-;-;-;-;;dela lglex
interprétativement;143453;Adverbe;;;-;;;dela lglex;interprétativement;945698;-;-;-;-;-;;dela lglex
intersyndicalement;143495;Adverbe;;;-;;;dela lglex;intersyndicalement;945801;-;-;-;-;-;;dela lglex
intervocaliquement;143527;Adverbe;;;-;;;dela lglex;intervocaliquement;945879;-;-;-;-;-;;dela lglex
intradermiquement;143582;Adverbe;;;-;;;dela lglex;intradermiquement;946048;-;-;-;-;-;;dela lglex
intramusculairement;143613;Adverbe;;;-;;;dela lglex;intramusculairement;946152;-;-;-;-;-;;dela lglex
intraveineusement;143655;Adverbe;;;-;;;dela lglex;intraveineusement;946282;-;-;-;-;-;;dela lglex
intérimairement;143700;Adverbe;;;-;;;dela lglex;intérimairement;946410;-;-;-;-;-;;dela lglex
inventivement;143715;Adverbe;;;-;;;dela lglex;inventivement;946460;-;-;-;-;-;;dela lglex
invulnérablement;143738;Adverbe;;;-;;;dela lglex;invulnérablement;946542;-;-;-;-;-;;dela lglex
inégalitairement;143750;Adverbe;;;-;;;dela;inégalitairement;946594;-;-;-;-;-;;dela
irrattrapablement;143883;Adverbe;;;-;;;dela;irrattrapablement;946986;-;-;-;-;-;;dela
irrecevablement;143884;Adverbe;;;-;;;dela;irrecevablement;946991;-;-;-;-;-;;dela
irrespirablement;143891;Adverbe;;;-;;;dela lglex;irrespirablement;947027;-;-;-;-;-;;dela lglex
irresponsablement;143893;Adverbe;;;-;;;dela lglex;irresponsablement;947033;-;-;-;-;-;;dela lglex
irrécupérablement;143906;Adverbe;;;-;;;dela lglex;irrécupérablement;947087;-;-;-;-;-;;dela lglex
irrépréhensiblement;143922;Adverbe;;;-;;;dela lglex;irrépréhensiblement;947175;-;-;-;-;-;;dela lglex
irrésolument;143924;Adverbe;;;-;;;dela lglex;irrésolument;947187;-;-;-;-;-;;dela lglex
isothermiquement;144098;Adverbe;;;-;;;dela lefff;isothermiquement;947811;-;-;-;-;-;;dela lefff
isoédriquement;144130;Adverbe;;;-;;;dela lglex;isoédriquement;947910;-;-;-;-;-;;dela lglex
jacobinement;144189;Adverbe;;;-;;;dela lglex;jacobinement;948068;-;-;-;-;-;;dela lglex
janséniquement;144225;Adverbe;;;-;;;dela lglex;janséniquement;948155;-;-;-;-;-;;dela lglex
jaune;144266;Adverbe;;;-;;;dela lefff;jaune;948241;-;-;-;-;-;;dela lefff
justifiablement;144441;Adverbe;;;-;;;dela;justifiablement;948731;-;-;-;-;-;;dela
l'après-midi;144734;Adverbe;;;-;;;dela;l'après-midi;949517;-;-;-;-;-;;dela
l'avant-veille;144735;Adverbe;;;-;;;dela;l'avant-veille;949518;-;-;-;-;-;;dela
l'univers;144736;Adverbe;;;-;;;dela;l'univers;949519;-;-;-;-;-;;dela
labialement;144744;Adverbe;;;-;;;dela lglex;labialement;949534;-;-;-;-;-;;dela lglex
labyrinthiquement;144761;Adverbe;;;-;;;dela lglex;labyrinthiquement;949595;-;-;-;-;-;;dela lglex
lacunairement;144815;Adverbe;;;-;;;dela lglex;lacunairement;949751;-;-;-;-;-;;dela lglex
langagièrement;144932;Adverbe;;;-;;;dela lglex;langagièrement;950074;-;-;-;-;-;;dela lglex
languidement;144949;Adverbe;;;-;;;dela lglex;languidement;950111;-;-;-;-;-;;dela lglex
lapidairement;144980;Adverbe;;;-;;;dela lglex;lapidairement;950187;-;-;-;-;-;;dela lglex
large;145003;Adverbe;;;-;;;dela lefff;large;950252;-;-;-;-;-;;dela lefff
laxistement;145143;Adverbe;;;-;;;dela lglex;laxistement;950605;-;-;-;-;-;;dela lglex
lerch;145244;Adverbe;;;-;;;dela;lerch;950892;-;-;-;-;-;;dela
lexicalement;145362;Adverbe;;;-;;;dela lglex;lexicalement;951209;-;-;-;-;-;;dela lglex
lexicographiquement;145365;Adverbe;;;-;;;dela lglex;lexicographiquement;951214;-;-;-;-;-;;dela lglex
lexicologiquement;145366;Adverbe;;;-;;;dela lglex;lexicologiquement;951219;-;-;-;-;-;;dela lglex
libidineusement;145388;Adverbe;;;-;;;dela lglex;libidineusement;951280;-;-;-;-;-;;dela lglex
ligamentairement;145426;Adverbe;;;-;;;dela lglex;ligamentairement;951382;-;-;-;-;-;;dela lglex
linéalement;145551;Adverbe;;;-;;;dela lglex;linéalement;951724;-;-;-;-;-;;dela lglex
lithographiquement;145693;Adverbe;;;-;;;dela lglex;lithographiquement;952115;-;-;-;-;-;;dela lglex
lithologiquement;145697;Adverbe;;;-;;;dela;lithologiquement;952130;-;-;-;-;-;;dela
litigieusement;145717;Adverbe;;;-;;;dela lglex;litigieusement;952195;-;-;-;-;-;;dela lglex
logistiquement;145814;Adverbe;;;-;;;dela lglex;logistiquement;952470;-;-;-;-;-;;dela lglex
logographiquement;145816;Adverbe;;;-;;;dela;logographiquement;952479;-;-;-;-;-;;dela
long;145849;Adverbe;;;-;;;dela lefff;long;952598;-;-;-;-;-;;dela lefff
longanimement;145851;Adverbe;;;-;;;dela lglex;longanimement;952600;-;-;-;-;-;;dela lglex
loufoquement;145913;Adverbe;;;-;;;dela lglex;loufoquement;952788;-;-;-;-;-;;dela lglex
lourd;145922;Adverbe;;;-;;;dela lefff;lourd;952821;-;-;-;-;-;;dela lefff
lourdaudement;145925;Adverbe;;;-;;;dela lglex;lourdaudement;952824;-;-;-;-;-;;dela lglex
ludiquement;145962;Adverbe;;;-;;;dela lglex;ludiquement;952918;-;-;-;-;-;;dela lglex
lunatiquement;145989;Adverbe;;;-;;;dela lglex;lunatiquement;952997;-;-;-;-;-;;dela lglex
léger;146223;Adverbe;;;-;;;dela lglex;léger;953613;-;-;-;-;-;;dela lglex
macaroniquement;146316;Adverbe;;;-;;;dela lglex;macaroniquement;953846;-;-;-;-;-;;dela lglex
macrobiotiquement;146344;Adverbe;;;-;;;dela lglex;macrobiotiquement;953931;-;-;-;-;-;;dela lglex
magnétohydrodynamiquement;146483;Adverbe;;;-;;;dela lglex;magnétohydrodynamiquement;954359;-;-;-;-;-;;dela lglex
magnétoélectriquement;146495;Adverbe;;;-;;;dela lglex;magnétoélectriquement;954416;-;-;-;-;-;;dela lglex
malcommodément;146595;Adverbe;;;-;;;dela lglex;malcommodément;954659;-;-;-;-;-;;dela lglex
malgracieusement;146617;Adverbe;;;-;;;dela lglex;malgracieusement;954703;-;-;-;-;-;;dela lglex
malgré;146618;Adverbe;;;-;;;dela;malgré;954706;-;-;-;-;-;;dela
maritimement;146877;Adverbe;;;-;;;dela lglex;maritimement;955405;-;-;-;-;-;;dela lglex
marotiquement;146898;Adverbe;;;-;;;dela lglex;marotiquement;955465;-;-;-;-;-;;dela lglex
masochistement;146960;Adverbe;;;-;;;dela lglex;masochistement;955627;-;-;-;-;-;;dela lglex
matin;147009;Adverbe;;;-;;;dela lefff;matin;955769;-;-;-;-;-;;dela lefff
matriarcalement;147026;Adverbe;;;-;;;dela lglex;matriarcalement;955811;-;-;-;-;-;;dela lglex
matrilinéairement;147031;Adverbe;;;-;;;dela;matrilinéairement;955825;-;-;-;-;-;;dela
maturément;147045;Adverbe;;;-;;;dela;maturément;955861;-;-;-;-;-;;dela
mauvais;147072;Adverbe;;;-;;;dela lefff;mauvais;955928;-;-;-;-;-;;dela lefff
maxi;147076;Adverbe;;;-;;;dela;maxi;955942;-;-;-;-;-;;dela
maximalement;147080;Adverbe;;;-;;;dela lglex;maximalement;955956;-;-;-;-;-;;dela lglex
meilleur;147112;Adverbe;;;-;;;dela lefff;meilleur;956035;-;-;-;-;-;;dela lefff
menu;147186;Adverbe;;;-;;;dela lefff;menu;956231;-;-;-;-;-;;dela lefff
mercantilement;147194;Adverbe;;;-;;;dela lglex;mercantilement;956246;-;-;-;-;-;;dela lglex
merdeusement;147223;Adverbe;;;-;;;dela lglex;merdeusement;956320;-;-;-;-;-;;dela lglex
mesurément;147258;Adverbe;;;-;;;dela lglex lefff;mesurément;956424;-;-;-;-;-;;dela lglex lefff
mezzo;147282;Adverbe;;;-;;;dela lefff;mezzo;956485;-;-;-;-;-;;dela lefff
microchimiquement;147342;Adverbe;;;-;;;dela lglex;microchimiquement;956642;-;-;-;-;-;;dela lglex
micrographiquement;147403;Adverbe;;;-;;;dela lglex;micrographiquement;956814;-;-;-;-;-;;dela lglex
microphysiquement;147455;Adverbe;;;-;;;dela lglex;microphysiquement;956969;-;-;-;-;-;;dela lglex
miette;147563;Adverbe;;;-;;;dela lefff;miette;957231;-;-;-;-;-;;dela lefff
millimétriquement;147598;Adverbe;;;-;;;dela lglex;millimétriquement;957348;-;-;-;-;-;;dela lglex
minoritairement;147663;Adverbe;;;-;;;dela lglex;minoritairement;957540;-;-;-;-;-;;dela lglex
misanthropement;147711;Adverbe;;;-;;;dela;misanthropement;957685;-;-;-;-;-;;dela
misogynement;147715;Adverbe;;;-;;;dela lglex;misogynement;957706;-;-;-;-;-;;dela lglex
mnémotechniquement;147768;Adverbe;;;-;;;dela lglex;mnémotechniquement;957874;-;-;-;-;-;;dela lglex
modulairement;147799;Adverbe;;;-;;;dela lglex;modulairement;957977;-;-;-;-;-;;dela lglex
monocordement;147966;Adverbe;;;-;;;dela;monocordement;958509;-;-;-;-;-;;dela
monolithiquement;148020;Adverbe;;;-;;;dela lglex;monolithiquement;958726;-;-;-;-;-;;dela lglex
monophoniquement;148049;Adverbe;;;-;;;dela lglex;monophoniquement;958839;-;-;-;-;-;;dela lglex
morveusement;148276;Adverbe;;;-;;;dela lglex;morveusement;959651;-;-;-;-;-;;dela lglex
moutonnièrement;148371;Adverbe;;;-;;;dela lglex;moutonnièrement;959899;-;-;-;-;-;;dela lglex
moyennant;148380;Adverbe;;;-;;;dela;moyennant;959912;-;-;-;-;-;;dela
multidisciplinairement;148460;Adverbe;;;-;;;dela lglex;multidisciplinairement;960181;-;-;-;-;-;;dela lglex
multilatéralement;148485;Adverbe;;;-;;;dela lglex;multilatéralement;960270;-;-;-;-;-;;dela lglex
multinationalement;148498;Adverbe;;;-;;;dela lglex;multinationalement;960330;-;-;-;-;-;;dela lglex
multipolairement;148520;Adverbe;;;-;;;dela;multipolairement;960418;-;-;-;-;-;;dela
médialement;148929;Adverbe;;;-;;;dela;médialement;961589;-;-;-;-;-;;dela
métalinguistiquement;149351;Adverbe;;;-;;;dela lglex;métalinguistiquement;962858;-;-;-;-;-;;dela lglex
métallographiquement;149360;Adverbe;;;-;;;dela lglex;métallographiquement;962893;-;-;-;-;-;;dela lglex
métallurgiquement;149367;Adverbe;;;-;;;dela;métallurgiquement;962926;-;-;-;-;-;;dela
métalogiquement;149369;Adverbe;;;-;;;dela;métalogiquement;962933;-;-;-;-;-;;dela
métamathématiquement;149372;Adverbe;;;-;;;dela;métamathématiquement;962944;-;-;-;-;-;;dela
métriquement;149493;Adverbe;;;-;;;dela;métriquement;963358;-;-;-;-;-;;dela
métrologiquement;149496;Adverbe;;;-;;;dela;métrologiquement;963373;-;-;-;-;-;;dela
n'étant;149525;Adverbe;;;-;;;dela;n'étant;963483;-;-;-;-;-;;dela
narrativement;149625;Adverbe;;;-;;;dela;narrativement;963765;-;-;-;-;-;;dela
nasillardement;149631;Adverbe;;;-;;;dela lglex;nasillardement;963784;-;-;-;-;-;;dela lglex
nature;149677;Adverbe;;;-;;;dela lglex lefff;nature;963917;-;-;-;-;-;;dela lglex lefff
neurochirurgicalement;149800;Adverbe;;;-;;;dela lglex;neurochirurgicalement;964215;-;-;-;-;-;;dela lglex
neurolinguistiquement;149843;Adverbe;;;-;;;dela lglex;neurolinguistiquement;964324;-;-;-;-;-;;dela lglex
neurophysiologiquement;149876;Adverbe;;;-;;;dela lglex;neurophysiologiquement;964418;-;-;-;-;-;;dela lglex
neuropsychiatriquement;149879;Adverbe;;;-;;;dela lglex;neuropsychiatriquement;964431;-;-;-;-;-;;dela lglex
neutrement;149924;Adverbe;;;-;;;dela;neutrement;964572;-;-;-;-;-;;dela
nigaudement;149992;Adverbe;;;-;;;dela lglex;nigaudement;964759;-;-;-;-;-;;dela lglex
nocivement;150104;Adverbe;;;-;;;dela lglex;nocivement;965059;-;-;-;-;-;;dela lglex
nomadement;150126;Adverbe;;;-;;;dela;nomadement;965119;-;-;-;-;-;;dela
nonobstant;150209;Adverbe;;;-;;;dela lefff;nonobstant;965322;-;-;-;-;-;;dela lefff
noologiquement;150215;Adverbe;;;-;;;dela;noologiquement;965335;-;-;-;-;-;;dela
normativement;150247;Adverbe;;;-;;;dela lglex;normativement;965405;-;-;-;-;-;;dela lglex
noétiquement;150354;Adverbe;;;-;;;dela lglex;noétiquement;965689;-;-;-;-;-;;dela lglex
numismatiquement;150395;Adverbe;;;-;;;dela;numismatiquement;965851;-;-;-;-;-;;dela
nuncupativement;150407;Adverbe;;;-;;;dela lglex;nuncupativement;965887;-;-;-;-;-;;dela lglex
nuptialement;150410;Adverbe;;;-;;;dela lglex;nuptialement;965895;-;-;-;-;-;;dela lglex
néfastement;150482;Adverbe;;;-;;;dela lglex;néfastement;966106;-;-;-;-;-;;dela lglex
négatif;150483;Adverbe;;;-;;;dela lefff;négatif;966109;-;-;-;-;-;;dela lefff
néologiquement;150624;Adverbe;;;-;;;dela;néologiquement;966543;-;-;-;-;-;;dela
névrotiquement;150760;Adverbe;;;-;;;dela lglex;névrotiquement;966972;-;-;-;-;-;;dela lglex
oblativement;150775;Adverbe;;;-;;;dela lglex;oblativement;967022;-;-;-;-;-;;dela lglex
oblige;150782;Adverbe;;;-;;;dela;oblige;967041;-;-;-;-;-;;dela
octogonalement;150877;Adverbe;;;-;;;dela lglex;octogonalement;967293;-;-;-;-;-;;dela lglex
océanographiquement;150905;Adverbe;;;-;;;dela;océanographiquement;967397;-;-;-;-;-;;dela
oenologiquement;150963;Adverbe;;;-;;;dela lglex;oenologiquement;967568;-;-;-;-;-;;dela lglex
olfactivement;151044;Adverbe;;;-;;;dela lglex;olfactivement;967773;-;-;-;-;-;;dela lglex
onomatopéiquement;151229;Adverbe;;;-;;;dela lglex;onomatopéiquement;968378;-;-;-;-;-;;dela lglex
ophtalmologiquement;151311;Adverbe;;;-;;;dela lglex;ophtalmologiquement;968643;-;-;-;-;-;;dela lglex
optimalement;151370;Adverbe;;;-;;;dela lglex;optimalement;968799;-;-;-;-;-;;dela lglex
orgiaquement;151503;Adverbe;;;-;;;dela lglex;orgiaquement;969237;-;-;-;-;-;;dela lglex
ornithologiquement;151543;Adverbe;;;-;;;dela lglex;ornithologiquement;969339;-;-;-;-;-;;dela lglex
orographiquement;151554;Adverbe;;;-;;;dela lglex;orographiquement;969371;-;-;-;-;-;;dela lglex
orthoptiquement;151621;Adverbe;;;-;;;dela;orthoptiquement;969608;-;-;-;-;-;;dela
osmotiquement;151681;Adverbe;;;-;;;dela lglex;osmotiquement;969806;-;-;-;-;-;;dela lglex
outre;151850;Adverbe;;;-;;;dela lefff;outre;970298;-;-;-;-;-;;dela lefff
ovalement;151882;Adverbe;;;-;;;dela lglex;ovalement;970362;-;-;-;-;-;;dela lglex
oviparement;151901;Adverbe;;;-;;;dela lglex;oviparement;970423;-;-;-;-;-;;dela lglex
ovoviviparement;151904;Adverbe;;;-;;;dela lglex;ovoviviparement;970442;-;-;-;-;-;;dela lglex
paléobotaniquement;152246;Adverbe;;;-;;;dela;paléobotaniquement;971409;-;-;-;-;-;;dela
panoptiquement;152386;Adverbe;;;-;;;dela;panoptiquement;971814;-;-;-;-;-;;dela
paradigmatiquement;152506;Adverbe;;;-;;;dela lglex;paradigmatiquement;972158;-;-;-;-;-;;dela lglex
paralittérairement;152551;Adverbe;;;-;;;dela;paralittérairement;972281;-;-;-;-;-;;dela
parallactiquement;152553;Adverbe;;;-;;;dela lglex;parallactiquement;972290;-;-;-;-;-;;dela lglex
paramilitairement;152565;Adverbe;;;-;;;dela;paramilitairement;972342;-;-;-;-;-;;dela
paranoïaquement;152591;Adverbe;;;-;;;dela lglex;paranoïaquement;972413;-;-;-;-;-;;dela lglex
parasitairement;152664;Adverbe;;;-;;;dela lglex;parasitairement;972631;-;-;-;-;-;;dela lglex
parcellement;152732;Adverbe;;;-;;;dela lglex;parcellement;972840;-;-;-;-;-;;dela lglex
pardon;152747;Adverbe;;;-;;;dela lglex lefff;pardon;972873;-;-;-;-;-;;dela lglex lefff
paroxistiquement;152822;Adverbe;;;-;;;dela;paroxistiquement;973083;-;-;-;-;-;;dela
paroxystiquement;152824;Adverbe;;;-;;;dela lglex;paroxystiquement;973091;-;-;-;-;-;;dela lglex
partant;152839;Adverbe;;;-;;;dela;partant;973145;-;-;-;-;-;;dela
parthénogénétiquement;152846;Adverbe;;;-;;;dela lglex;parthénogénétiquement;973166;-;-;-;-;-;;dela lglex
paternement;152973;Adverbe;;;-;;;dela lglex;paternement;973492;-;-;-;-;-;;dela lglex
patrilinéairement;152986;Adverbe;;;-;;;dela lglex;patrilinéairement;973560;-;-;-;-;-;;dela lglex
pendablement;153138;Adverbe;;;-;;;dela lglex;pendablement;973937;-;-;-;-;-;;dela lglex
pendant;153139;Adverbe;;;-;;;dela;pendant;973940;-;-;-;-;-;;dela
pendulairement;153145;Adverbe;;;-;;;dela lglex;pendulairement;973953;-;-;-;-;-;;dela lglex
pentatoniquement;153203;Adverbe;;;-;;;dela lglex;pentatoniquement;974131;-;-;-;-;-;;dela lglex
permissivement;153327;Adverbe;;;-;;;dela lglex;permissivement;974493;-;-;-;-;-;;dela lglex
persifleusement;153376;Adverbe;;;-;;;dela lglex;persifleusement;974622;-;-;-;-;-;;dela lglex
perso;153382;Adverbe;;;-;;;dela;perso;974635;-;-;-;-;-;;dela
petit;153438;Adverbe;;;-;;;dela lefff;petit;974753;-;-;-;-;-;;dela lefff
pharmacologiquement;153512;Adverbe;;;-;;;dela lglex;pharmacologiquement;974999;-;-;-;-;-;;dela lglex
philanthropement;153561;Adverbe;;;-;;;dela;philanthropement;975140;-;-;-;-;-;;dela
philistinement;153566;Adverbe;;;-;;;dela lglex;philistinement;975165;-;-;-;-;-;;dela lglex
phonématiquement;153661;Adverbe;;;-;;;dela lglex;phonématiquement;975463;-;-;-;-;-;;dela lglex
phonémiquement;153663;Adverbe;;;-;;;dela lglex;phonémiquement;975470;-;-;-;-;-;;dela lglex
photochimiquement;153722;Adverbe;;;-;;;dela;photochimiquement;975669;-;-;-;-;-;;dela
photométriquement;153768;Adverbe;;;-;;;dela lglex;photométriquement;975818;-;-;-;-;-;;dela lglex
phylogénétiquement;153877;Adverbe;;;-;;;dela lglex;phylogénétiquement;976203;-;-;-;-;-;;dela lglex
pianistiquement;154012;Adverbe;;;-;;;dela lglex;pianistiquement;976687;-;-;-;-;-;;dela lglex
pictographiquement;154063;Adverbe;;;-;;;dela lglex;pictographiquement;976811;-;-;-;-;-;;dela lglex
pile;154111;Adverbe;;;-;;;dela lglex lefff;pile;976932;-;-;-;-;-;;dela lglex lefff
pinailleusement;154155;Adverbe;;;-;;;dela lglex;pinailleusement;977034;-;-;-;-;-;;dela lglex
pingrement;154178;Adverbe;;;-;;;dela lglex;pingrement;977087;-;-;-;-;-;;dela lglex
più;154326;Adverbe;;;-;;;dela;più;977513;-;-;-;-;-;;dela
planimétriquement;154374;Adverbe;;;-;;;dela;planimétriquement;977652;-;-;-;-;-;;dela
plat;154427;Adverbe;;;-;;;dela lefff;plat;977828;-;-;-;-;-;;dela lefff
pluriannuellement;154605;Adverbe;;;-;;;dela lglex;pluriannuellement;978283;-;-;-;-;-;;dela lglex
pluridisciplinairement;154612;Adverbe;;;-;;;dela lglex;pluridisciplinairement;978303;-;-;-;-;-;;dela lglex
plurilatéralement;154625;Adverbe;;;-;;;dela lglex;plurilatéralement;978334;-;-;-;-;-;;dela lglex
plurinationalement;154632;Adverbe;;;-;;;dela lglex;plurinationalement;978358;-;-;-;-;-;;dela lglex
plutoniquement;154650;Adverbe;;;-;;;dela lglex;plutoniquement;978413;-;-;-;-;-;;dela lglex
plébéiennement;154661;Adverbe;;;-;;;dela lglex;plébéiennement;978449;-;-;-;-;-;;dela lglex
pléonastiquement;154678;Adverbe;;;-;;;dela lglex;pléonastiquement;978505;-;-;-;-;-;;dela lglex
pléthoriquement;154690;Adverbe;;;-;;;dela lglex;pléthoriquement;978532;-;-;-;-;-;;dela lglex
pointilleusement;154796;Adverbe;;;-;;;dela lglex;pointilleusement;978858;-;-;-;-;-;;dela lglex
pointu;154799;Adverbe;;;-;;;dela lefff;pointu;978870;-;-;-;-;-;;dela lefff
policièrement;154842;Adverbe;;;-;;;dela lglex;policièrement;978957;-;-;-;-;-;;dela lglex
polissonnement;154853;Adverbe;;;-;;;dela lglex;polissonnement;978991;-;-;-;-;-;;dela lglex
poltronnement;154881;Adverbe;;;-;;;dela lglex;poltronnement;979059;-;-;-;-;-;;dela lglex
polygonalement;155018;Adverbe;;;-;;;dela lglex;polygonalement;979430;-;-;-;-;-;;dela lglex
polyphoniquement;155135;Adverbe;;;-;;;dela lglex;polyphoniquement;979751;-;-;-;-;-;;dela lglex
polyédriquement;155261;Adverbe;;;-;;;dela lglex;polyédriquement;980117;-;-;-;-;-;;dela lglex
